objectid,hospital_category,hospital_name,hospital_id,no_of_wards,district_name,source,gfcode,description,x_coordinate,y_coordinate,province_name,address,gon_division,telephone,institute,ownership
"14737",Clinic,Clinic - Dalkeith State,"8087",,Kalutara,,,,"80.209315","6.525537",Western, , , ,Clinic - Dalkeith State, 
"14738",Clinic,Alvai VC,"2408",,Jaffna,,,,"80.210137","9.810255",Northern,Malusanthy Alvai South,Alvai South J/379,021-2261006,Alvai VC, 
"14739",Clinic,Kaddaively Clinic Centre,"2409",,Jaffna,,,,"80.210348","9.790283",Northern,"Kovitchanthai, Kaddaively",Kaddaively J/368,021-2261006,Kaddaively Clinic Centre, 
"14740",Clinic,Clinic Center - Karandana,"2700",,Ratnapura,,,,"80.210444","6.820634",Sabaragamuwa,"Clinic Center,Karandana.",143A Karandana North, ,Clinic Center - Karandana, 
"14741",Divisional Hospital,Nochchiyagama,"2741",,Anuradhapura,,,,"80.210446","8.263952",North Central,"Divisional Hospital, Nochchiyagama",334-Nochchiyagama,"252257861",Nochchiyagama,Provincial Council
"14742",Clinic,Clinic - Nochchiyagama DH,"8518",,Anuradhapura,,,,"80.210446","8.263952",North Central, , , ,Clinic - Nochchiyagama DH, 
"14743",Clinic,PHC Kachchai,"723",,Jaffna,,,,"80.21069","9.66288",Northern,"PHC kachchai, Kodikamama",Kachchai,"212270014",PHC Kachchai, 
"14744",Clinic,Bogahapitiya Clinic,"7161",,Kurunegala,,,,"80.210938","7.491231",North Western,"Bogahapitiya,Karagahagedara",Bogahapitiya, ,Bogahapitiya Clinic, 
"14745",Clinic,Bujjomuwa Clinic,"6040",,Kurunegala,,,,"80.211215","7.273433",North Western,"Ihala Bujjomuwa, Bujjomuwa, Alawwa","1018, Bujjomuwa", ,Bujjomuwa Clinic, 
"14746",MOH Office,MOH - Nochchiyagama,"2876",,Anuradhapura,,,,"80.211316","8.263248",North Central,"Medical Officer of health, Nochchiyagama",334-Nochchiyagama,"252257856",MOH - Nochchiyagama, 
"14747",Clinic,Clinic - Nochchiyagama MOH,"8520",,Anuradhapura,,,,"80.211316","8.263248",North Central, , , ,Clinic - Nochchiyagama MOH, 
"14748",Clinic,Ganthiriyawa,"6246",,Kurunegala,,,,"80.212022","7.55866",North Western,sucharithodaya samithi Hall Ganthiriyawa Bamunakotuwa,Ganthiriyawa, ,Ganthiriyawa, 
"14749",Clinic,Gramodhaya Health Centre - Galwadugoda,"3349",,Galle,,,,"80.212082","6.044843",Southern,"Gramodhaya Health Centre,Galwadugoda", , ,Gramodhaya Health Centre - Galwadugoda, 
"14750",MOH Office,Narammala MOH,"6058",,Kurunegala,,,,"80.212656","7.432451",North Western,Narammala,"1065, Narammala","372249278",Narammala MOH,Provincial Council
"14751",Clinic,Clinic - Narammala MOH,"8645",,Kurunegala,,,,"80.212656","7.432451",North Western, , , ,Clinic - Narammala MOH, 
"14752",Divisional Hospital,Dumbara Hospital,"7267",,Ratnapura,,,,"80.212705","6.724406",Sabaragamuwa, , , ,Dumbara Hospital, 
"14753",MOH Office,MOH office - Galle MC,"3347",,Galle,,,,"80.212796","6.032644",Southern,"Town hall,galle",Bazzar,"912234378",MOH office - Galle MC,Provincial Council
"14754",Clinic,Galle Bazzar Clinic,"3356",,Galle,,,,"80.212796","6.032644",Southern,"Galle Bazzar Clinic,Town hall,Galle", , ,Galle Bazzar Clinic, 
"14755",Clinic,Clinic - Galle MC MOH Central,"8259",,Galle,,,,"80.212796","6.032644",Southern, , , ,Clinic - Galle MC MOH Central, 
"14756",Clinic,Clinic Center-Dummabara,"2445",,Ratnapura,,,,"80.212836","6.724336",Sabaragamuwa,"Divisional Hospital-Mnipura,Dummabara,Rathnapura",Dumbara, ,Clinic Center-Dummabara, 
"14757",Divisional Hospital,Divisional Hospital-Dummabara,"2545",,Ratnapura,,,,"80.212836","6.724336",Sabaragamuwa,"Divisional Hospital-Mnipura,Dummabara,Rathnapura",Dumbaragama,"0453458811",Divisional Hospital-Dummabara, 
"14758",Clinic,Clinic - DH Dumbara,"7509",,Ratnapura,,,,"80.212836","6.724336",Sabaragamuwa, , , ,Clinic - DH Dumbara, 
"14759",Clinic,Wannikudawewa Clinic,"6271",,Kurunegala,,,,"80.212909","8.03389",North Western,"Wannikudawewa Clinic,Wannikudawewa",Giribawa,037-2053672,Wannikudawewa Clinic, 
"14760",Clinic,Ilukpotha Clinic,"5468",,Kalutara,,,,"80.213274","6.539824",Western,"Ilukpotha,Lathpandura",835-B-Lathpandura-East, ,Ilukpotha Clinic, 
"14761",MOH Office,MOH - Rajanganaya,"2906",,Anuradhapura,,,,"80.21388","8.1653",North Central,"Medical Officer of health, Rajanaganaya",447-Randenigama,"252567445",MOH - Rajanganaya, 
"14762",Clinic,Clinic - Rajanganaya MOH,"8516",,Anuradhapura,,,,"80.21388","8.1653",North Central, , , ,Clinic - Rajanganaya MOH, 
"14763",Clinic,Polyclinic Gonagala,"5884",,Kegalle,,,,"80.213962","7.012683",Sabaragamuwa,"Clinic, Gonagala",Gonagala, ,Polyclinic Gonagala, 
"14764",Divisional Hospital,Rajanganaya Tr 5,"2766",,Anuradhapura,,,,"80.213968","8.165548",North Central,"Divisional Hospital, Rajanganaya Track 5",447Randenigama,"252276462",Rajanganaya Tr 5,Provincial Council
"14765",Clinic,GHC Thachanamaruthamadhu,"4625",,Mannar,,,,"80.21427","8.90756",Northern,"Thadchanamaruthamadhu, Palampiddy, madhu Church, Mannar",Palampiddy,"-",GHC Thachanamaruthamadhu, 
"14766",PMCU,PMCU - Kaneshapuram,"1463",,Vavuniya,,,,"80.21441","8.75872",Northern,"Kaneshapuram, Vavuniya.",Kaneshapuram, ,PMCU - Kaneshapuram,Provincial Council
"14767",Clinic,Clinic - Ipologama,"8038",,Kurunegala,,,,"80.215103","7.815014",North Western, , , ,Clinic - Ipologama, 
"14768",Clinic,Policlinic Madola,"5870",,Kegalle,,,,"80.215206","6.944674",Sabaragamuwa,"Madola, Awissawella",Kotahera, ,Policlinic Madola, 
"14769",Clinic,Polyclinic Nangalla,"5914",,Kegalle,,,,"80.215402","7.259442",Sabaragamuwa,"Kurunagala Rd, Nangalla",Nangalla, ,Polyclinic Nangalla, 
"14770",Clinic,Ellabadagama Clinic,"6054",,Kurunegala,,,,"80.21626","7.914443",North Western,"Ellabadagama, Ambanpola","179, Ellabadagama", ,Ellabadagama Clinic, 
"14771",Clinic,Thasim chest clinic,"3582",,Galle,,,,"80.216473","6.036482",Southern,"Thasim chest clinic,Wakwella road,Galle", ,"912234196",Thasim chest clinic, 
"14772",Clinic,Ketpely CC,"717",,Jaffna,,,,"80.21662","9.64861",Northern,"Ketpely West, Mirusuvil",Ketpeli,"212270014",Ketpely CC, 
"14773",Clinic,Padeniya Clinic,"6075",,Kurunegala,,,,"80.217058","7.654337",North Western,"Pubbowa, Padeniya","1269, Madahatuwa", ,Padeniya Clinic, 
"14774",Clinic,Polyclinic Thalliyadda,"5899",,Kegalle,,,,"80.217202","7.192751",Sabaragamuwa,"Thalliyadda, Dorawaka",Thalliyadda, ,Polyclinic Thalliyadda, 
"14775",Other Health Institute,PDHS office,"3519",,Galle,,,,"80.218336","6.035586",Southern,"PDHS office,Galle", ,"912234078",PDHS office, 
"14776",Clinic,Maternity & child clinic - Pahalakeembiya,"3383",,Galle,,,,"80.218519","6.129689",Southern,"Maternity & child clinic,Pahalakeembiya", , ,Maternity & child clinic - Pahalakeembiya, 
"14777",PMCU,PMCU Amugoda,"3446",,Galle,,,,"80.218627","6.324046",Southern,"PMCU,Amugoda",31/C Dikhena,"912291262",PMCU Amugoda,Provincial Council
"14778",Clinic,Maternity & child clinic - Amugoda,"3537",,Galle,,,,"80.21874","6.323942",Southern,"PMCU,Amugoda",31/C Dikhena, ,Maternity & child clinic - Amugoda, 
"14779",Clinic,Kiriwanapola Clinic,"6032",,Kurunegala,,,,"80.218982","7.346308",North Western,"Kiriwanapola, Alawwa","983, Kiriwanapola", ,Kiriwanapola Clinic, 
"14780",PMCU,PMCU Niyadurupola,"5907",,Kegalle,,,,"80.219001","7.166539",Sabaragamuwa,"PMCU, Niyadurupola",Weragoda,035 2267965,PMCU Niyadurupola, 
"14781",Clinic,Polyclinic Niyadurupola,"5908",,Kegalle,,,,"80.219001","7.166539",Sabaragamuwa,"PMCU, Niyadurupola",Weragoda,035 2267965,Polyclinic Niyadurupola, 
"14782",PMCU,"PMCU - Napawala,Getaheththa.","2698",,Ratnapura,,,,"80.219687","6.861893",Sabaragamuwa,"PMCU - Napawala,Getaheththa.",138A Napawala, ,"PMCU - Napawala,Getaheththa.", 
"14783",Clinic,Clinic Center - Uduwaka,"2699",,Ratnapura,,,,"80.219687","6.861893",Sabaragamuwa,"Clinic Center,Uduwaka.",138A Napawala, ,Clinic Center - Uduwaka, 
"14784",Clinic,Clinic - Napawala PMCU,"8598",,Ratnapura,,,,"80.219687","6.861893",Sabaragamuwa, , , ,Clinic - Napawala PMCU, 
"14785",Clinic,Sub Office Kodikamam Kachai (p.s),"719",,Jaffna,,,,"80.21978","9.67638",Northern,"Kachchai Veethy, Sub office, Kodikamam",Kodikamam Centre,"773282043",Sub Office Kodikamam Kachai (p.s), 
"14786",Clinic,PHC Viyaparimoolai,"666",,Jaffna,,,,"80.219813","9.826222",Northern,"PHC Veerapathirar Kovilady, Vijaparimoolai",Puloly Centre,"212264482",PHC Viyaparimoolai, 
"14787",Clinic,Paragoda Clinic,"5527",,Kalutara,,,,"80.219814","6.614292",Western,"Paragoda,Bulathsinghale",Paragoda, ,Paragoda Clinic, 
"14788",Clinic,Maternity & Child Clinic - Thalapitiya,"3355",,Galle,,,,"80.220113","6.047383",Southern, , , ,Maternity & Child Clinic - Thalapitiya, 
"14789",Clinic,Clinic centre - Poddalla,"3403",,Galle,,,,"80.220551","6.103384",Southern,"Clinic centre,Poddalla", , ,Clinic centre - Poddalla, 
"14790",Clinic,Maternity & Child Clinic - Samagiwaththa,"3354",,Galle,,,,"80.220743","6.051772",Southern, , , ,Maternity & Child Clinic - Samagiwaththa, 
"14791",Divisional Hospital,Divisional hospital (type C) Thalapitiya,"3345",,Galle,,,,"80.221371","6.044631",Southern,"Divisional Hospital,Jiffriya Mawatha,Galle",Dangedara East,"912234468",Divisional hospital (type C) Thalapitiya,Provincial Council
"14792",PMCU,PMCU-Thalapitiya,"7354",,Galle,,,,"80.221406","6.044586",Southern, , , ,PMCU-Thalapitiya, 
"14793",Clinic,Policlinic Napawala,"5871",,Kegalle,,,,"80.221454","6.994476",Sabaragamuwa,"Napawala, Awissawella",Napawala, ,Policlinic Napawala, 
"14794",MOH Office,MOH office - Bopepoddala,"3399",,Galle,,,,"80.221489","6.07957",Southern,"MOH office,Godakanda rd,Karapitiya", ,"912222442",MOH office - Bopepoddala,Provincial Council
"14795",Clinic,Maternity & child clinic - Godakanda,"3402",,Galle,,,,"80.221489","6.07957",Southern,"MOH office,Godakanda rd,Karapitiya", , ,Maternity & child clinic - Godakanda, 
"14796",PMCU,Central Dispensary-Ellagawa,"2423",,Ratnapura,,,,"80.221587","6.736373",Sabaragamuwa,"PMCU-Ellagawa,Kiriella",Yatipawwa, ,Central Dispensary-Ellagawa, 
"14797",Clinic,Clinic Center-Ellagawa,"2447",,Ratnapura,,,,"80.221587","6.736373",Sabaragamuwa,"PMCU-Ellagawa,Kiriella",Yatipawwa, ,Clinic Center-Ellagawa, 
"14798",Clinic,Rural health centre - Naranowita,"3574",,Galle,,,,"80.221798","6.288607",Southern,"Rural health centre,Naranowita",31/A Naranowita, ,Rural health centre - Naranowita, 
"14799",Clinic,Clinic Center - Diurumpitiya,"2697",,Ratnapura,,,,"80.22249","6.918302",Sabaragamuwa,"Clinic Center,Divurumpitiya.",137B Divurumpitiya, ,Clinic Center - Diurumpitiya, 
"14800",Clinic,Policlinic Thalduwa,"5874",,Kegalle,,,,"80.222497","6.957259",Sabaragamuwa,"Pahalathalduwa, Awissawella",Pahalathalduwa, ,Policlinic Thalduwa, 
"14801",PMCU,PMCU Kahaduwa,"3410",,Galle,,,,"80.222881","6.225927",Southern,"PMCU,Kahaduwa",wathurawila,"777661650",PMCU Kahaduwa,Provincial Council
"14802",Clinic,Maternity & child clinic - Kahaduwa,"3541",,Galle,,,,"80.222881","6.225927",Southern,"PMCU,Kahaduwa",wathurawila, ,Maternity & child clinic - Kahaduwa, 
"14803",MOH Office,MOH Office Pointpedro,"661",,Jaffna,,,,"80.223","9.805785",Northern,MOH Office Pointpedro,Manthikai,"212264482",MOH Office Pointpedro,Provincial Council
"14804",Clinic,MOH Central Clinic,"662",,Jaffna,,,,"80.223","9.805785",Northern,MOH Office Pointpedro,Manthikai,"212264482",MOH Central Clinic, 
"14805",Clinic,Maternity & Child Clinic - Madawalamulla,"3357",,Galle,,,,"80.223472","6.060043",Southern, , , ,Maternity & Child Clinic - Madawalamulla, 
"14806",Clinic,BH Clinic Pointpedro,"652",,Jaffna,,,,"80.224787","9.805447",Northern,"Base Hospital, Manthikai Junction, Pointpedro", ,"021263261,021-2263262",BH Clinic Pointpedro, 
"14807",Base Hospital,Base Hospital- Pointpedro,"651",,Jaffna,,,,"80.224787","9.80547",Northern,"Base Hospital, Manthikai Junction, Pointpedro",Manthikai,"021263261,021-2263262",Base Hospital- Pointpedro,Provincial Council
"14808",Clinic,Clinic - Miriswatta,"7562",,Kalutara,,,,"80.224876","6.386234",Western, , , ,Clinic - Miriswatta, 
"14809",Clinic,Thabutta Clinic,"6272",,Kurunegala,,,,"80.225238","8.085517",North Western,"Thabutta Clinic,Thabutta",Giribawa,037-2053673,Thabutta Clinic, 
"14810",Clinic,Primary Health Care Center - Gnanimadam,"4384",,Kilinochchi,,,,"80.225322","9.520255",Northern,Gnanimadam,Gnanimadam, ,Primary Health Care Center - Gnanimadam, 
"14811",Teaching Hospital,Teaching Hospital - Karapitiya,"3520",,Galle,,,,"80.226084","6.066744",Southern,"Teaching hospital,Karapitiya", ,"912232250",Teaching Hospital - Karapitiya,Line Ministry
"14812",Clinic,DH Clinic (wbc) Varany,"720",,Jaffna,,,,"80.226687","9.729257",Northern,"Idaikurichchy west, Varany", ,"212050804",DH Clinic (wbc) Varany, 
"14813",Clinic,DH Varany,"722",,Jaffna,,,,"80.226687","9.729257",Northern,"Idaikurichchy West, Varany", ,"212050824",DH Varany, 
"14814",Clinic,Clinic - Mohomadi State,"8088",,Kalutara,,,,"80.227014","6.542592",Western, , , ,Clinic - Mohomadi State, 
"14815",Clinic,Lokahettiya clinic,"6089",,Kurunegala,,,,"80.227803","7.509977",North Western,"Maternal and Child Clinc, Lokahettiya, Lokahettiya, Kurunegala","878, Lokahettiya", ,Lokahettiya clinic, 
"14816",Clinic,Nugawela Clinic,"6033",,Kurunegala,,,,"80.228293","7.333708",North Western,"Andiyadeniya, Maharachchimulla","980, Medagampola", ,Nugawela Clinic, 
"14817",PMCU,PMCU Pitigala,"3450",,Galle,,,,"80.228804","6.347897",Southern,"PMCU,Pitigala", ,"715378249",PMCU Pitigala,Provincial Council
"14818",Clinic,Clinic - Pitigala PMCU,"7483",,Galle,,,,"80.228804","6.347897",Southern, , , ,Clinic - Pitigala PMCU, 
"14819",Clinic,Thammitagama clinic center,"7174",,Kurunegala,,,,"80.228827","7.824225",North Western, , , ,Thammitagama clinic center, 
"14820",Clinic,Panadaragama,"6251",,Kurunegala,,,,"80.229332","7.54072",North Western,Panadara panadaragama,Panadara, ,Panadaragama, 
"14821",Divisional Hospital,Divisional Hospital - Alawwa,"6039",,Kurunegala,,,,"80.230025","7.298247",North Western,"Regional Hospital, Alawwa","1001, Alawwa South","372278161",Divisional Hospital - Alawwa,Provincial Council
"14822",Clinic,Clinic - Alawwa DH,"8667",,Kurunegala,,,,"80.230025","7.298247",North Western, , , ,Clinic - Alawwa DH, 
"14823",Clinic,Kumbukwewa Clinic,"6052",,Kurunegala,,,,"80.230242","7.860818",North Western,"Sinharagama, Kumbukwewa, Maho","172, Kumbukwewa", ,Kumbukwewa Clinic, 
"14824",Clinic,PHC Aththiady,"665",,Jaffna,,,,"80.230557","9.821682",Northern,"PHC College Road, Aththiyady",Thumpalai,"212264482",PHC Aththiady, 
"14825",MOH Office,Alawwa MOH,"6031",,Kurunegala,,,,"80.230802","7.2972",North Western,"MOH office, Alawwa","1001, Alawwa South","372278810",Alawwa MOH,Provincial Council
"14826",Clinic,Clinic - Alawwa MOH,"8663",,Kurunegala,,,,"80.230802","7.2972",North Western, , , ,Clinic - Alawwa MOH, 
"14827",Clinic,"Health Cente,Aththiligoda","3353",,Galle,,,,"80.231417","6.04934",Southern,Aththiligoda Health Cente,Aththiligoda South, ,"Health Cente,Aththiligoda", 
"14828",Clinic,Konaththa Clinc,"6065",,Kurunegala,,,,"80.23144","7.704737",North Western,"Konaththa, Minuwangate","1280, Konaththa", ,Konaththa Clinc, 
"14829",Clinic,Polyclinic Gasnawa,"5913",,Kegalle,,,,"80.231561","7.25219",Sabaragamuwa,"Gasnawa, Tholangamuwa",Gasnawa, ,Polyclinic Gasnawa, 
"14830",Clinic,Policlinic Welangalla,"5868",,Kegalle,,,,"80.231878","6.930655",Sabaragamuwa,"Welangalla, Getahettha",Welangalla, ,Policlinic Welangalla, 
"14831",Clinic,Polyclinic Imbulana,"5889",,Kegalle,,,,"80.231887","7.140991",Sabaragamuwa,"Peterhillhama, Imbulana",Siyambalawala, ,Polyclinic Imbulana, 
"14832",PMCU,PMCU Galapitamada,"5890",,Kegalle,,,,"80.231998","7.14099",Sabaragamuwa,"Karawaella Rd, Galapitamada",Galapitamada,035 3229110,PMCU Galapitamada, 
"14833",Clinic,"Polyclinic,Galapitamada","5891",,Kegalle,,,,"80.231998","7.14099",Sabaragamuwa,PMCU Galapitamada,Galapitamada,035 3229110,"Polyclinic,Galapitamada", 
"14834",Clinic,Maternity & Child Clinic - Magalle,"3351",,Galle,,,,"80.232247","6.036818",Southern, ,Magalle, ,Maternity & Child Clinic - Magalle, 
"14835",PMCU,Central Dispensary - Ganegoda,"2702",,Ratnapura,,,,"80.232413","6.87226",Sabaragamuwa,"Central Dispensary,Ganegoda.",138B Ganegoda, ,Central Dispensary - Ganegoda, 
"14836",Clinic,Clinic Center- Ganegoda,"2703",,Ratnapura,,,,"80.232413","6.87226",Sabaragamuwa,"Clinic Center,Ganegoda.",138B Ganegoda, ,Clinic Center- Ganegoda, 
"14837",Clinic,Pathawelivitiya clinic,"3578",,Galle,,,,"80.23298","6.199316",Southern,"Maternity & child clinic,Pathawelivitiya",196/B Pathawelivitiya North, ,Pathawelivitiya clinic, 
"14863",Clinic,Clinic - Ranorawa DH,"8517",,Anuradhapura,,,,"80.238641","8.36199",North Central, , , ,Clinic - Ranorawa DH, 
"14838",Divisional Hospital,Divisional Hospital-Baduraliya,"5441",,Kalutara,,,,"80.233079","6.514502",Western,Divitional Hospital-Baduraliya,830-Baduraliya, ,Divisional Hospital-Baduraliya, 
"14839",Clinic,Clinic - Baduraliya DH,"8076",,Kalutara,,,,"80.233079","6.514502",Western, , , ,Clinic - Baduraliya DH, 
"14840",MOH Office,MOH Office-Palindanuwara,"5505",,Kalutara,,,,"80.233146","6.514548",Western,"MOH Office,Palindanuwara,Baduraliya.",830-Baduraliya,"0342244478",MOH Office-Palindanuwara, 
"14841",Clinic,Clinic - Palindanuwara MOH,"8074",,Kalutara,,,,"80.233146","6.514548",Western, , , ,Clinic - Palindanuwara MOH, 
"14842",Clinic,Clinic - Palindanuwara MOH Central,"8075",,Kalutara,,,,"80.233146","6.514548",Western, , , ,Clinic - Palindanuwara MOH Central, 
"14843",Divisional Hospital,"Divisional Hospital, Periyapandivirichchan","4581",,Mannar,,,,"80.23339","8.82565",Northern,"Divisional Hospital, Periyapandivirichchan, Mannar",Periyapandivirichchan East,023 2280019,"Divisional Hospital, Periyapandivirichchan", 
"14844",Clinic,Morawaka kanda,"2878",,Anuradhapura,,,,"80.234853","8.275143",North Central,"Clinic centre, Morakewa Kanda",338-Ralapanawagama, ,Morawaka kanda, 
"14845",Clinic,GHC Periyapandivirichchan,"4624",,Mannar,,,,"80.23486","8.82273",Northern,"Periya Pandi Virichan East, Madhu Church, Mannar",Periyapandivirichchan East,"-",GHC Periyapandivirichchan, 
"14846",PMCU,PMCU - Vannerikkulam,"4366",,Kilinochchi,,,,"80.235074","9.311164",Northern,Vannerikkulam,Vannerikulam, ,PMCU - Vannerikkulam, 
"14847",Clinic,Policlinic Maniyangama,"5869",,Kegalle,,,,"80.235278","6.94163",Sabaragamuwa,"Maniyangama, Awissawella",Maniyangama, ,Policlinic Maniyangama, 
"14848",PMCU,Central Dispensary - Molkawa,"5434",,Kalutara,,,,"80.235336","6.605346",Western,"Molkawa,Agalawaththa",825-Molkawa, ,Central Dispensary - Molkawa, 
"14849",Clinic,Molkawa Clinic,"5507",,Kalutara,,,,"80.235409","6.605455",Western,"Molkawa,Agalawaththa",825-Molkawa, ,Molkawa Clinic, 
"14850",Other Health Institute,Ministry of health - Southern province,"3386",,Galle,,,,"80.235627","6.070752",Southern,"Dakshinapaya,Labuduwa,Galle", , ,Ministry of health - Southern province, 
"14851",Clinic,Jambukatiya health centre,"3533",,Galle,,,,"80.2357","6.055979",Southern,"Maternity & child clinic,Aththiligoda,Jambuketiya",130/D Jambukatiya, ,Jambukatiya health centre, 
"14852",Divisional Hospital,Divisional Hospital - Kiriporuwa,"2705",,Ratnapura,,,,"80.236558","6.815143",Sabaragamuwa,"Divisional Hospital,Kiriporuwa.",142C Erapola,"0362258870",Divisional Hospital - Kiriporuwa, 
"14853",Clinic,Clinic Center- Kiriporuwa,"2706",,Ratnapura,,,,"80.236558","6.815143",Sabaragamuwa,"Clinic Center,Kiriporuwa.",142C Erapola, ,Clinic Center- Kiriporuwa, 
"14854",Clinic,Clinic Center- Mitipola,"2707",,Ratnapura,,,,"80.236558","6.815143",Sabaragamuwa,"Clinic Center,Mitipola.",142C Erapola, ,Clinic Center- Mitipola, 
"14855",Divisional Hospital,Divisional Hospital - kodikamam,"728",,Jaffna,,,,"80.236609","9.67748",Northern,Divisional Hospital Kodikamam,Kodikamam North,"212050121",Divisional Hospital - kodikamam,Provincial Council
"14856",Clinic,Clinic - Kodikamam DH,"8331",,Jaffna,,,,"80.236609","9.67748",Northern, , , ,Clinic - Kodikamam DH, 
"14857",Clinic,CC-Kannathiddi,"1496",,Vavuniya,,,,"80.23779","8.75897",Northern,"Kannathiddi, Vavuniya.",Kannattiya, ,CC-Kannathiddi, 
"14858",Clinic,Keththapahuwa Clinic,"6051",,Kurunegala,,,,"80.238238","7.873902",North Western,"Keththapahuwa, Ambanpola","163, Keththapahuwa", ,Keththapahuwa Clinic, 
"14859",PMCU,PMCU Pointpedro,"653",,Jaffna,,,,"80.238517","9.823323",Northern,"Thumpalai Road, Pointpedro",Point Pedro,"212261075",PMCU Pointpedro,Provincial Council
"14860",Clinic,PMCU Clinic Pointpedro,"654",,Jaffna,,,,"80.238517","9.823323",Northern,"Thumpalai Road, Pointpedro",Point Pedro,"212261075",PMCU Clinic Pointpedro, 
"14861",Divisional Hospital,Ranorawa,"2768",,Anuradhapura,,,,"80.238641","8.36199",North Central,"Divisional Hospital, Ranorawa",332-Ranorawa,"253259030",Ranorawa,Provincial Council
"14862",Clinic,Ralapanawa,"2890",,Anuradhapura,,,,"80.238641","8.36199",North Central,"Clinic centre, Ranorawa",332-Ranorawa, ,Ralapanawa, 
"14864",Clinic,Ihalagama Clinic,"6080",,Kurunegala,,,,"80.239877","8.012798",North Western,"Ihalagama, Galgamuwa", , ,Ihalagama Clinic, 
"14865",Clinic,Clild & Maternity clinic Dewekkanda,"5887",,Kegalle,,,,"80.241121","7.04768",Sabaragamuwa,"Dewekkanda, Ruwanwella",Mahawalla, ,Clild & Maternity clinic Dewekkanda, 
"14866",Clinic,Maternity & Child Clinic - Katugoda,"3352",,Galle,,,,"80.241593","6.036491",Southern, ,Katugoda, ,Maternity & Child Clinic - Katugoda, 
"14867",Clinic,Wepath angaya Clinic,"6071",,Kurunegala,,,,"80.241833","7.658892",North Western,"Wepath angaya, Padeniya","1271, Naramana", ,Wepath angaya Clinic, 
"14868",Other Health Institute,Ambanpola M.M.V,"6093",,Kurunegala,,,,"80.241869","7.912231",North Western,"Anuradhapura Road, Ambanpola", , ,Ambanpola M.M.V, 
"14869",Clinic,Ambagammana clinic,"6060",,Kurunegala,,,,"80.241877","7.433065",North Western,"Ambagammana, Narammala","1072, Narammala", ,Ambagammana clinic, 
"14870",Divisional Hospital,Divisinal Hospital- Ambanpola,"6048",,Kurunegala,,,,"80.24206","7.916948",North Western,"Divisional Hospital B, Ambanpola","190,Ambanpola South","0372253063",Divisinal Hospital- Ambanpola,Provincial Council
"14871",Clinic,Clinic - Abanpola DH,"8675",,Kurunegala,,,,"80.24206","7.916948",North Western, , , ,Clinic - Abanpola DH, 
"14872",Clinic,Maternal & Child health clinic - Kapuhempala,"3404",,Galle,,,,"80.242266","6.06381",Southern, ,Paliwathugoda, ,Maternal & Child health clinic - Kapuhempala, 
"14873",MOH Office,Ambanpola MOH,"6049",,Kurunegala,,,,"80.242392","7.915817",North Western,Ambanpola,"190,Ambanpola South","373615304",Ambanpola MOH,Provincial Council
"14874",Clinic,Clinic - Abanpola MOH,"8674",,Kurunegala,,,,"80.242392","7.915817",North Western, , , ,Clinic - Abanpola MOH, 
"14875",Clinic,Maternity & child clinic - Lunuwila,"3532",,Galle,,,,"80.242703","6.039051",Southern,"Maternity & child clinic,Lunuwila", , ,Maternity & child clinic - Lunuwila, 
"14876",Clinic,Gallahara clinic,"6088",,Kurunegala,,,,"80.242712","7.490297",North Western,"Maternal and Child Clinc, Gallahara, Lokahettiya, Kurunegala","876, Gallahara", ,Gallahara clinic, 
"14877",Clinic,Clinic Center-Ketepola,"2475",,Ratnapura,,,,"80.242814","6.718095",Sabaragamuwa,"Clinic Center-Ketepola,Rathnapura",Ketepola, ,Clinic Center-Ketepola, 
"14878",Clinic,Uduweriya clinic center,"7185",,Kurunegala,,,,"80.243583","7.846312",North Western, , , ,Uduweriya clinic center, 
"14879",Clinic,Clinic Center-Dumbara Manana,"2444",,Ratnapura,,,,"80.243953","6.679827",Sabaragamuwa,"Clinic Center-Dumbaramanana,Ayagama",Dumbara Manana, ,Clinic Center-Dumbara Manana, 
"14880",Clinic,Clinic Center- Paligala,"2704",,Ratnapura,,,,"80.24442","6.844133",Sabaragamuwa,"Clinic Center,Paligala.",141C Miyanakolathenna, ,Clinic Center- Paligala, 
"14881",Clinic,Kapugedara Clinic,"5474",,Kalutara,,,,"80.244437","6.591569",Western,"Kapugedara,Agalawaththa",836-C-Kapugedara, ,Kapugedara Clinic, 
"14882",Clinic,Clinic - Pahala Hewassa,"7565",,Kalutara,,,,"80.2445","6.408832",Western, , , ,Clinic - Pahala Hewassa, 
"14883",Divisional Hospital,Divisional Hospital(Weerambugedara) C -Gonawa,"7414",,Kurunegala,,,,"80.244811","7.476689",North Western,"Gonawa, Weerabugedara", ,"0372249358",Divisional Hospital(Weerambugedara) C -Gonawa,Provincial Council
"14884",Clinic,Clinic - Gonawa PMCU,"8656",,Kurunegala,,,,"80.244811","7.476689",North Western, , , ,Clinic - Gonawa PMCU, 
"14885",Clinic,PHC Ushan,"718",,Jaffna,,,,"80.24519","9.66375",Northern,"Ushan, Mirusuvil",Usan,"212270014",PHC Ushan, 
"14886",Clinic,Dodawelagama,"2883",,Anuradhapura,,,,"80.245219","8.240295",North Central,"Clinic centre, Dodawelagama",346-Dobawalagama, ,Dodawelagama, 
"14887",Clinic,Minuwangate CD,"6063",,Kurunegala,,,,"80.245805","7.706432",North Western,"Central Dispensary, Minuwangate","1252, Nelliya", ,Minuwangate CD,Provincial Council
